hard_skill,soft_skill,label,candidate_field
"['business', 'medical', 'primary care', 'registration', 'remuneration', 'service']",[],0,healthcare & medical
"['business', 'business writing', 'digital', 'investor relations', 'journalism', 'public relations', 'publishing']",['writing'],0,"advertising, arts & media"
"['application', 'application packaging', 'closing', 'networking', 'os', 'server', 'windows', 'aws', 'azure']",['infrastructure'],1,telecomunication
"['billing', 'gps', 'occupational therapy', 'pathology', 'remuneration']",[],0,healthcare & medical
"['booking', 'closing', 'data', 'e', 'forecasting', 'excel']","['communications', 'data entry', 'management', 'operations', 'time management']",0,administration & office support
"['botany', 'finance', 'go', 'onboarding', 'sales', 'sales administration', 'vehicle']","['coordinating', 'management', 'operations']",0,administration & office support
['front office'],[],0,healthcare & medical
"['business', 'customer experience', 'merchandising', 'sales', 'scheme', 'visual merchandising']",['operations'],0,retail & consumer products
"['account management', 'application', 'business', 'business development', 'encompass', 'glazing', 'remuneration', 'sales', 'track']","['management', 'meeting']",0,sales
"['business', 'data', 'journals', 'reconciliation', 'sales', 'excel']","['investigation', 'management']",0,accounting
"['application', 'remuneration']","['leadership', 'management', 'people management']",0,sport & recreation
"['business', 'service', 'servicenow', 'triage']",['operations'],1,telecomunication
"['sales', 'service', 'excel']","['accountability', 'cleanliness', 'enthusiasm', 'filing', 'typing']",0,administration & office support
"['act', 'customer support', 'data', 'forecasting', 'operating system', 'sales', 'service', 'service delivery', 'system', 'system monitoring', 'technical assistance', 'excel']","['customer service', 'leadership', 'leadership development', 'management', 'microsoft office', 'self-awareness', 'time management']",0,administration & office support
"['analytics', 'business', 'business priorities', 'device', 'medical', 'medical devices', 'remuneration', 'sales', 'sales management', 'salesforcecom', 'track', 'dashboards', 'salesforce']","['accountability', 'advocacy', 'business operations', 'integration', 'leadership', 'management', 'operations', 'training and development']",0,healthcare & medical
"['business', 'data', 'purchasing', 'sales', 'service', 'stock control', 'excel']","['customer service', 'data entry', 'microsoft word', 'problem solving', 'verbal communication skills', 'willingness to learn']",0,administration & office support
"['health intervention', 'human services', 'medical', 'registration', 'rehabilitation', 'vehicle']","['management', 'negotiation', 'time management']",0,healthcare & medical
"['aftercare', 'optics', 'sales', 'service']","['computer literacy', 'customer service', 'literacy', 'punctuality', 'reliability', 'retail sales']",0,retail & consumer products
"['journals', 'reconciliation', 'sales', 'system', 'tax']",[],0,accounting
"['business', 'hyper-v', 'managed services', 'network infrastructure', 'project management', 'server', 'vendor management', 'windows', 'azure']","['infrastructure', 'management', 'time management']",1,telecomunication
"['api', 'data', 'java', 'sql']",['writing'],1,telecomunication
"['business', 'device', 'mobile', 'sales']","['planning', 'reliability', 'verbal communication skills']",0,administration & office support
"['api', 'application', 'java', 'prototype', 'publishing', 'sql', 'web development']",[],1,telecomunication
['merchandising'],['enthusiasm'],0,healthcare & medical
"['accounts receivable', 'email management', 'greeting guests', 'travel coordination', 'excel']","['management', 'verbal communication skills']",0,administration & office support
"['application', 'cosmetics', 'sales', 'service', 'skin care', 'transformation']",['customer service'],0,retail & consumer products
"['application', 'design and technology', 'digital', 'jira', 'numeracy', 'project management', 'refinement', 'scrum', 'software development', 'software project management', 'sprint planning', 'track', 'tracking', 'ux']","['communications', 'imagination', 'management', 'planning', 'time management']",1,telecomunication
"['functional design', 'manufacturing', 'manufacturing operations', 'random testing', 'sales', 'testing', 'vehicle']",['operations'],0,sales
"['application', 'business', 'business excellence', 'business process', 'business process improvement', 'business requirements', 'business transformation', 'complexity', 'diversity and inclusion', 'root cause analysis', 'sap apo', 'scale', 'standard', 'supply chain', 'sustainability', 'transformation']","['adaptability', 'operations', 'planning', 'problem solving']",1,telecomunication
"['appraisals', 'business', 'computer systems', 'data', 'diversification', 'erp', 'manufacturing', 'on-the-job training', 'quality control', 'sales', 'service', 'system', 'track', 'warehousing']","['innovation', 'leadership', 'management']",0,retail & consumer products
"['foods', 'merchandising', 'service']",['customer service'],0,retail & consumer products
"['business', 'business development', 'economics', 'finance', 'maternity', 'open plan', 'powerhouse', 'procurement', 'relationship building', 'sales', 'service', 'voucher']","['customer service', 'team oriented']",0,sales
"['customer service training', 'fashion retail', 'look and feel', 'manufacturing', 'sales', 'sales training', 'service']","['customer service', 'management', 'retail sales']",0,retail & consumer products
"['community health', 'customer satisfaction', 'nursing', 'primary health care', 'registration', 'service', 'standard']","['advocacy', 'governance', 'innovation', 'leadership', 'management', 'public speaking', 'quality assurance', 'teamwork']",0,healthcare & medical
"['business', 'computer systems', 'installation', 'security', 'security systems', 'service', 'system', 'system software', 'testing', 'modelling']","['business operations', 'customer service', 'infrastructure', 'operations', 'troubleshooting']",1,telecomunication
"['application', 'bulletins', 'business', 'change management', 'jira', 'material', 'release notes', 'software development', 'software requirements', 'technical documentation', 'technical information', 'technical writing', 'excel']","['editing', 'management', 'research', 'writing']",1,telecomunication
"['application', 'biomechanics', 'community health', 'healthcare services', 'integrated care', 'medical', 'multidisciplinary approach', 'perspective', 'podiatry', 'public health', 'registration', 'service', 'system', 'vehicle']","['coordinating', 'delegation skills', 'management']",0,healthcare & medical
"['application', 'business', 'electrical', 'furnishing', 'retail management', 'sales', 'service', 'track', 'trades', 'trading']","['customer service', 'management', 'problem solving']",0,sales
"['application', 'business', 'business requirements', 'business systems', 'crystal reports', 'database administration', 'erp', 'finance', 'operating systems', 'requirements specifications', 'service', 'sql', 'style guides', 'system', 'systems integration', 'technical writing', 'templates', 'testing', 'databases']","['innovation', 'integration', 'management', 'operations', 'people management', 'writing']",1,telecomunication
"['maternity', 'sales']",[],0,accounting
"['account management', 'aesthetic medicine', 'business', 'device', 'medical', 'medicine', 'pharmaceutical', 'sales']","['aesthetics', 'management', 'negotiation']",0,healthcare & medical
"['active directory', 'back end', 'business', 'cloud services', 'crm', 'dhcp', 'end systems', 'hyper-v', 'iaas', 'installation', 'paas', 'patch management', 'research and development', 'saas', 'san', 'scripting', 'server', 'sql', 'testing', 'veeam', 'windows', 'xendesktop', 'azure']","['infrastructure', 'innovation', 'management', 'research', 'skype']",1,telecomunication
"['analytics', 'brand strategy', 'business', 'data', 'digital', 'digital content', 'google analytics', 'online marketing', 'promotional merchandise', 'stock control', 'strategic marketing']","['coordinating', 'infrastructure', 'management', 'teamwork', 'training and development']",0,marketing
"['application', 'bitly', 'cannabis', 'data', 'data analysis', 'data architecture', 'data quality', 'digital', 'health facility', 'information management', 'medical', 'medical cannabis', 'population health', 'public health', 'remuneration', 'requisition', 'system', 'testing', 'user experience', 'vaccination']","['empathy', 'management', 'research']",0,healthcare & medical
